"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"LocalSystem","이 서비스는 PCA(프로그램 호환성 관리자)를 지원합니다. PCA는 사용자가 설치하여 실행하는 프로그램을 모니터링하고 알려진 호환성 문제를 감지합니다. 이 서비스가 중지되면 PCA는 제대로 작동하지 않습니다.","True","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","AutomaticDelayedStart","PcaSvc","System.ServiceProcess.ServiceController[]","False","True","True","Program Compatibility Assistant Service","System.ServiceProcess.ServiceController[]",".","PcaSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","로컬 서브넷의 피어에서 전송된 네트워크 콘텐츠를 캐시하는 서비스입니다.","False","C:\WINDOWS\System32\svchost.exe -k PeerDist","Manual","PeerDistSvc","System.ServiceProcess.ServiceController[]","False","False","False","BranchCache","System.ServiceProcess.ServiceController[]",".","PeerDistSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"","펜 서비스","False","C:\WINDOWS\system32\svchost.exe -k PenService","Manual","PenService_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","PenService_7cc3d","System.ServiceProcess.ServiceController[]",".","PenService_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","224",,
"LocalSystem","공간 인식 시뮬레이션, 가상 카메라 관리 및 공간 입력 시뮬레이션을 사용하도록 설정합니다.","False","C:\WINDOWS\system32\PerceptionSimulation\PerceptionSimulationService.exe","Manual","perceptionsimulation","System.ServiceProcess.ServiceController[]","False","False","False","Windows Perception 시뮬레이션 서비스","System.ServiceProcess.ServiceController[]",".","perceptionsimulation","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","원경 사용자 및 64-비트 프로세스가 32-비트 DLL에서 제공되는 성능 카운터를 쿼리할 수 있도록 해줍니다. 이 서비스가 중단되면 로컬 사용자 및 32-비트 프로세스만 32-비트 DLL에서 제공되는 성능 카운터를 쿼리할 수 있게 됩니다.","False","C:\WINDOWS\SysWow64\perfhost.exe","Manual","PerfHost","System.ServiceProcess.ServiceController[]","False","False","False","Performance Counter DLL Host","System.ServiceProcess.ServiceController[]",".","PerfHost","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"NT Authority\LocalService","장치의 전화 통신 상태를 관리합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","PhoneSvc","System.ServiceProcess.ServiceController[]","False","False","False","Phone Service","System.ServiceProcess.ServiceController[]",".","PhoneSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"","연락처를 빠르게 검색하려면 연락처 데이터의 색인을 만듭니다. 이 서비스를 중지하거나 사용하지 않도록 설정할 경우 연락처가 검색 결과에 누락될 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","Manual","PimIndexMaintenanceSvc_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","PimIndexMaintenanceSvc_7cc3d","System.ServiceProcess.ServiceController[]",".","PimIndexMaintenanceSvc_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","224",,
"NT AUTHORITY\LocalService","성능 로그 및 경고는 미리 구성된 일정 매개 변수에 따라 로컬 또는 원격 컴퓨터에서 성능 데이터를 수집한 다음 이 데이터를 로그에 기록하거나 경고를 트리거합니다. 이 서비스가 중지되면 성능 정보가 수집되지 않습니다. 이 서비스를 사용할 수 없게 하면 명확하게 이 서비스에 종속되는 모든 서비스가 시작되지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","Manual","pla","System.ServiceProcess.ServiceController[]","False","False","False","Performance Logs & Alerts","System.ServiceProcess.ServiceController[]",".","pla","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","Platform Manager Service","False","C:\WINDOWS\System32\DriverStore\FileRepository\platmgrsvc.inf_amd64_a76448e2499bfce6\PlatformMgrService.exe","Automatic","PlatformMgrService","System.ServiceProcess.ServiceController[]","False","True","False","PlatformMgrService","System.ServiceProcess.ServiceController[]",".","PlatformMgrService","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","사용자 입력 없이 컴퓨터에서 하드웨어 변경 내용을 인식하고 적용할 수 있습니다. 서비스를 중지하거나 사용할 수 없게 설정하면 시스템이 불안정하게 됩니다.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Manual","PlugPlay","System.ServiceProcess.ServiceController[]","False","True","True","Plug and Play","System.ServiceProcess.ServiceController[]",".","PlugPlay","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32ShareProcess",,
"NT Authority\NetworkService","인터넷 프로토콜 보안(IPsec)은 네트워크 수준 피어 인증, 데이터 원본 인증, 데이터 무결성, 데이터 기밀성(암호화), 재생 보호 등을 지원합니다. 이 서비스는 IP 보안 정책 스냅인 또는 명령줄 도구 ""netsh ipsec""를 통해 만들어진 IPsec 정책을 적용합니다. 이 서비스를 중지하면 정책적으로 IPsec 연결을 사용하는 경우 네트워크 연결 문제가 발생할 수 있으며 Windows Defender 방화벽을 원격으로 관리하지 못할 수도 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k NetworkServiceNetworkRestricted -p","Manual","PolicyAgent","System.ServiceProcess.ServiceController[]","False","True","True","IPsec Policy Agent","System.ServiceProcess.ServiceController[]",".","PolicyAgent","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","전원 정책 및 전원 정책 알림 전달을 관리합니다.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","Power","System.ServiceProcess.ServiceController[]","False","False","False","Power","System.ServiceProcess.ServiceController[]",".","Power","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32ShareProcess",,
"LocalSystem","인쇄 장치 구성 서비스는 IPP 및 UP 프린터 설치를 관리합니다. 이 서비스를 중지하면 진행 중인 프린터 설치가 취소될 수 있습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","PrintDeviceConfigurationService","System.ServiceProcess.ServiceController[]","False","False","False","프린트 장치 구성 서비스","System.ServiceProcess.ServiceController[]",".","PrintDeviceConfigurationService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","이 서비스는 사용자 지정 프린터 대화 상자를 열고 원격 인쇄 서버 또는 프린터에서 오는 알림을 처리합니다. 이 서비스를 끄면 프린터 확장이나 알림을 표시할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k print","Manual","PrintNotify","System.ServiceProcess.ServiceController[]","False","False","False","프린터 확장 및 알림","System.ServiceProcess.ServiceController[]",".","PrintNotify","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess, InteractiveProcess",,
"LocalSystem","낮은 권한 스풀러에 필요한 보안 권한 작업에 대한 지원을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","PrintScanBrokerService","System.ServiceProcess.ServiceController[]","False","False","False","PrintScanBrokerService","System.ServiceProcess.ServiceController[]",".","PrintScanBrokerService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"","인쇄 워크플로 응용 프로그램에 대한 지원을 제공합니다. 이 서비스를 끄면 성공적으로 인쇄되지 않을 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k PrintWorkflow","Manual","PrintWorkflowUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","PrintWorkflowUserSvc_7cc3d","System.ServiceProcess.ServiceController[]",".","PrintWorkflowUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","224",,
"LocalSystem","이 서비스는 사용자 프로필을 로드하고 언로드합니다. 이 서비스가 중지되거나 사용되지 않으면 사용자가 더 이상 로그인하거나 로그아웃할 수 없고, 앱에서 사용자 데이터를 얻는 데 문제가 발생하며, 프로필 이벤트 알림을 받도록 등록된 구성 요소가 해당 알림을 받지 못합니다.","False","C:\WINDOWS\system32\svchost.exe -k UserProfileService -p","Automatic","ProfSvc","System.ServiceProcess.ServiceController[]","False","True","True","User Profile Service","System.ServiceProcess.ServiceController[]",".","ProfSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Microsoft Store에 대한 인프라 지원을 제공합니다. 이 서비스는 자동으로 시작되며, 사용하지 않을 경우 원격 설치가 제대로 작동하지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","PushToInstall","System.ServiceProcess.ServiceController[]","False","False","False","Windows PushToInstall 서비스","System.ServiceProcess.ServiceController[]",".","PushToInstall","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","qWave(Quality Windows Audio Video Experience)는 IP 홈 네트워크의 AV(Audio Video) 스트리밍 응용 프로그램용 네트워킹 플랫폼입니다. qWave는 AV 응용 프로그램의 네트워크 QoS(서비스 품질) 보증을 통해 AV 스트리밍 성능과 안정성을 강화하며 허용 제어, 런타임 모니터링 및 적용, 응용 프로그램 피드백, 트래픽 우선 순위 등에 대한 메커니즘을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","QWAVE","System.ServiceProcess.ServiceController[]","False","False","False","Quality Windows Audio Video Experience","System.ServiceProcess.ServiceController[]",".","QWAVE","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"localSystem","프로그램에서 DNS 또는 NetBIOS 이름이나 주소를 참조할 경우 원격 네트워크에 연결합니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","RasAuto","System.ServiceProcess.ServiceController[]","False","False","False","Remote Access Auto Connection Manager","System.ServiceProcess.ServiceController[]",".","RasAuto","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"localSystem","이 컴퓨터와 인터넷 또는 원격 네트워크 간의 전화 접속 연결과 가상 사설망(VPN) 연결을 관리합니다. 이 서비스를 사용하지 않으면 이 서비스에 명시적으로 종속된 모든 서비스가 시작되지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs","Manual","RasMan","System.ServiceProcess.ServiceController[]","False","True","True","Remote Access Connection Manager","System.ServiceProcess.ServiceController[]",".","RasMan","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32ShareProcess",,
"LocalSystem","파일 변경 내용을 추적하고 예약된 최적화 작업을 실행하기 위한 ReFS 데이터 중복 제거 및 압축 서비스입니다.","False","C:\WINDOWS\System32\ReFsDedupSvc.exe","Manual","refsdedupsvc","System.ServiceProcess.ServiceController[]","False","False","False","ReFS 중복 제거 서비스","System.ServiceProcess.ServiceController[]",".","refsdedupsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"localSystem","로컬 영역 및 광역 네트워크 환경에 있는 사업체에 라우팅 서비스를 제공합니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs","Disabled","RemoteAccess","System.ServiceProcess.ServiceController[]","False","False","False","Routing and Remote Access","System.ServiceProcess.ServiceController[]",".","RemoteAccess","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","원격 사용자가 이 컴퓨터에서 레지스트리 설정을 수정할 수 있도록 설정합니다. 서비스를 중지하면 이 컴퓨터의 사용자만이 레지스트리를 수정할 수 있습니다. 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k localService -p","Disabled","RemoteRegistry","System.ServiceProcess.ServiceController[]","False","False","False","Remote Registry","System.ServiceProcess.ServiceController[]",".","RemoteRegistry","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","소매 데모 서비스는 장치가 소매 데모 모드에 있는 동안 장치 활동을 제어합니다.","False","C:\WINDOWS\System32\svchost.exe -k rdxgroup","Disabled","RetailDemo","System.ServiceProcess.ServiceController[]","False","False","False","소매 데모 서비스","System.ServiceProcess.ServiceController[]",".","RetailDemo","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","무선 송수신 장치 관리 및 비행기 모드 서비스","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted","Manual","RmSvc","System.ServiceProcess.ServiceController[]","False","False","True","무선 송수신 장치 관리 서비스","System.ServiceProcess.ServiceController[]",".","RmSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","끝점을 전송하기 위해 RPC 인터페이스 식별자를 확인합니다. 이 서비스가 중지되거나 해제되면 RPC(원격 프로시저 호출) 서비스를 사용하는 프로그램이 정상적으로 작동하지 않습니다.","False","C:\WINDOWS\system32\svchost.exe -k RPCSS -p","Automatic","RpcEptMapper","System.ServiceProcess.ServiceController[]","False","False","False","RPC Endpoint Mapper","System.ServiceProcess.ServiceController[]",".","RpcEptMapper","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Windows 2003 및 이전 버전의 Windows에서는 RPC(원격 프로시저 호출) 로케이터 서비스에서 RPC 이름 서비스 데이터베이스를 관리했습니다. Windows Vista 이상의 Windows 버전에서 이 서비스는 응용 프로그램 호환성을 위해 제공되며 어떠한 기능도 하지 않습니다.","False","C:\WINDOWS\system32\locator.exe","Manual","RpcLocator","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC) Locator","System.ServiceProcess.ServiceController[]",".","RpcLocator","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"NT AUTHORITY\NetworkService","RPCSS 서비스는 COM 서버와 DCOM 서버의 서비스 제어 관리자로, COM 및 DCOM 서버에 대해 개체 활성화 요청, 개체 내보내기 확인 및 분산 가비지 수집을 수행합니다. 이 서비스를 중지하거나 사용하지 않도록 설정하면 COM 또는 DCOM을 사용하는 프로그램이 정상적으로 작동하지 않습니다. RPCSS 서비스를 실행하는 것이 좋습니다.","False","C:\WINDOWS\system32\svchost.exe -k rpcss -p","Automatic","RpcSs","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC)","System.ServiceProcess.ServiceController[]",".","RpcSs","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","이 서비스의 시작은 보안 계정 관리자(SAM)가 요청을 받을 준비가 되었음을 다른 서비스에 알리는 것입니다. 이 서비스를 사용하지 않도록 설정하면 시스템에 있는 다른 서비스에 SAM이 준비되었음을 알리지 않으므로 해당 서비스가 올바르게 시작되지 못합니다. 이 서비스는 반드시 사용해야 합니다.","False","C:\WINDOWS\system32\lsass.exe","Automatic","SamSs","System.ServiceProcess.ServiceController[]","False","False","False","Security Accounts Manager","System.ServiceProcess.ServiceController[]",".","SamSs","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32ShareProcess",,
"NT AUTHORITY\LocalService","컴퓨터에서 스마트 카드를 액세스할 수 있도록 관리합니다. 서비스를 중지하면 시스템에서 스마트 카드를 읽을 수 없습니다. 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation","Manual","SCardSvr","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card","System.ServiceProcess.ServiceController[]",".","SCardSvr","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","지정한 세션에 액세스할 수 있는 모든 스마트 카드 판독기에 소프트웨어 장치 노드를 만듭니다. 이 서비스를 사용할 수 없으면 WinRT API에서 스마트 카드 판독기를 열거할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted","Manual","ScDeviceEnum","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card Device Enumeration Service","System.ServiceProcess.ServiceController[]",".","ScDeviceEnum","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","사용자가 컴퓨터에서 자동화된 작업을 구성하고 예약할 수 있도록 합니다. 이 서비스는 또한 Windows 시스템에서 중요한 여러 가지 작업을 호스팅합니다. 이 서비스를 중지하거나 사용하지 않도록 설정하면 예정된 시간에 작업이 실행되지 않습니다. 이 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","Schedule","System.ServiceProcess.ServiceController[]","False","True","True","Task Scheduler","System.ServiceProcess.ServiceController[]",".","Schedule","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","스마트 카드 제거 시 사용자 데스크톱을 잠그도록 시스템을 구성할 수 있게 합니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs","Manual","SCPolicySvc","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card Removal Policy","System.ServiceProcess.ServiceController[]",".","SCPolicySvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Windows 백업 및 복원 기능을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k SDRSVC","Manual","SDRSVC","System.ServiceProcess.ServiceController[]","False","True","True","Windows 백업","System.ServiceProcess.ServiceController[]",".","SDRSVC","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","대체 자격 증명 하에 프로세스를 시작할 수 있습니다. 이 서비스가 중단되면, 이 형식의 로그액세스 시를 사용할 수 없게 됩니다. 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","seclogon","System.ServiceProcess.ServiceController[]","False","False","False","Secondary Logon","System.ServiceProcess.ServiceController[]",".","seclogon","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","Windows 보안 서비스는 통합 장치 보호 및 상태 정보를 처리합니다.","False","C:\WINDOWS\system32\SecurityHealthService.exe","Manual","SecurityHealthService","System.ServiceProcess.ServiceController[]","False","False","False","Windows 보안 서비스","System.ServiceProcess.ServiceController[]",".","SecurityHealthService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","결제 및 NFC(근거리 통신) 기반 보안 요소를 관리합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","SEMgrSvc","System.ServiceProcess.ServiceController[]","False","False","False","결제 및 NFC/SE 관리자","System.ServiceProcess.ServiceController[]",".","SEMgrSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","시스템 이벤트를 모니터링하고 구독자를 이벤트의 COM+ 이벤트 시스템에 알립니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","SENS","System.ServiceProcess.ServiceController[]","False","False","True","System Event Notification Service","System.ServiceProcess.ServiceController[]",".","SENS","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Windows Defender Advanced Threat Protection 서비스는 컴퓨터에서 발생하는 보안 이벤트를 모니터링하고 보고하여 고급 위협 항목으로부터 보호하는 데 도움이 됩니다.","False","""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe""","Manual","Sense","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Advanced Threat Protection Service","System.ServiceProcess.ServiceController[]",".","Sense","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","다양한 센서의 데이터를 전달합니다.","False","C:\WINDOWS\System32\SensorDataService.exe","Manual","SensorDataService","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Data Service","System.ServiceProcess.ServiceController[]",".","SensorDataService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","다양한 센서의 기능을 관리하는 센서 서비스입니다. 센서의 SDO(단순형 장치 방향) 및 기록을 관리합니다. 장치 방향 변경을 보고하는 SDO 센서를 로드합니다. 이 서비스를 중지하거나 사용하지 않으면 SDO 센서가 로드되지 않으므로 자동 회전이 수행되지 않습니다. 센서의 기록 수집도 중지됩니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","SensorService","System.ServiceProcess.ServiceController[]","False","False","True","Sensor Service","System.ServiceProcess.ServiceController[]",".","SensorService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","데이터를 노출하고 시스템 및 사용자 상태에 적응하기 위해 다양한 센서를 모니터링하십시오. 이 서비스가 중지되거나 이 서비스를 사용하지 않는 경우 디스플레이 밝기가 조명 조건에 적응하지 않습니다. 이 서비스를 중지하면 다른 시스템 기능에도 영향을 미칠 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","SensrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Monitoring Service","System.ServiceProcess.ServiceController[]",".","SensrSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"localSystem","RDCS(원격 데스크톱 구성 서비스)는 시스템 컨텍스트를 필요로 하는 모든 원격 데스크톱 서비스 및 원격 데스크톱 관련 구성 및 세션 유지 관리 활동을 담당합니다. 여기에는 세션별 임시 폴더, RD 테마 및 RD 인증서가 포함됩니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","SessionEnv","System.ServiceProcess.ServiceController[]","False","False","True","Remote Desktop Configuration","System.ServiceProcess.ServiceController[]",".","SessionEnv","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem",,"False","C:\WINDOWS\System32\drivers\SessionService.exe","Automatic","SessionSvc","System.ServiceProcess.ServiceController[]","False","False","True","Session Detection","System.ServiceProcess.ServiceController[]",".","SessionSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Windows 플랫폼의 무결성을 모니터링하고 보증합니다.","False","C:\WINDOWS\system32\Sgrm\SgrmBroker.exe","Disabled","SgrmBroker","System.ServiceProcess.ServiceController[]","False","False","False","System Guard 런타임 모니터 브로커","System.ServiceProcess.ServiceController[]",".","SgrmBroker","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","홈 네트워크 또는 소규모 네트워크에 네트워크 주소 변환, 주소 지정, 이름 확인 및/또는 침입 방지 서비스를 제공합니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","SharedAccess","System.ServiceProcess.ServiceController[]","False","False","False","Internet Connection Sharing (ICS)","System.ServiceProcess.ServiceController[]",".","SharedAccess","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","자동 실행 하드웨어 이벤트에 대해 알림을 제공합니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Automatic","ShellHWDetection","System.ServiceProcess.ServiceController[]","False","False","True","Shell Hardware Detection","System.ServiceProcess.ServiceController[]",".","ShellHWDetection","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Manages profiles and accounts on a SharedPC configured device","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Disabled","shpamsvc","System.ServiceProcess.ServiceController[]","False","False","False","Shared PC Account Manager","System.ServiceProcess.ServiceController[]",".","shpamsvc","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Microsoft Storage Spaces 관리 공급자의 호스트 서비스입니다. 이 서비스를 중지하거나 사용하지 않으면 Storage Spaces를 관리할 수 없습니다.","False","C:\WINDOWS\System32\svchost.exe -k smphost","Manual","smphost","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Storage Spaces SMP","System.ServiceProcess.ServiceController[]",".","smphost","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"NT Authority\LocalService","적절한 클라이언트에 대한 규칙을 기준으로 메시지를 라우팅합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","SmsRouter","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Windows SMS 라우터 서비스","System.ServiceProcess.ServiceController[]",".","SmsRouter","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
